Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs (000 US$),"Reconstruction Costs, Adjusted (000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages (000 US$),"Total Damages, Adjusted (000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2023-0152-BGD,2023,0152,,Technological,Technological,Miscellaneous accident,Explosion,,Building,Bangladesh,BGD,Southern Asia,Asia,Dacca,,,,,,,,,,,,,,2023,3,7,2023,3,7,15,100,,,100,,,,,,,,,,,
2023-0132-BGD,2023,0132,FR-2023-000031,Technological,Technological,Miscellaneous accident,Fire,,Refugee Camp,Bangladesh,BGD,Southern Asia,Asia,Kutupalong (Cox’s Bazar),,,,,,,,,,,,,,2023,3,5,2023,3,5,,15,15000,,15015,,,,,,,,,,,
2023-0321-BIH,2023,0321,FL-2023-000079,Natural,Hydrological,Flood,,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Novi Grad, Prijedor, Kostajnica, Bihac, Bužim, Sanski Most, Cazin, Velika Kladuša, Kljuc, Bosanska Krupa, Kozarska Dubica and Srbac.",Heavy rains,,,,,,,,Km2,,,,Una and Sana rivers,2023,5,14,2023,5,19,,,10000,,10000,,,,,,,,,,,
2023-0055-BOL,2023,0055,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"Guanay, Mapiri, Chuquisaca, Tipuani municipalities (La Paz); Santa Cruz, Cochabamba, Potosi, Beni Departments",Heavy rains,,,,,,,,Km2,,,,"Mapiri, and Guanay Rivers",2023,1,,2023,3,16,5,,188610,,188610,,,,,,,,1;2,40443;40444;40445;40448;40449,40482,"Beni, Chuquisaca, Cochabamba, Potosi, Santa Cruz (Adm1). Gualberto Villarroel (Adm2)."
2023-0175-BOL,2023,0175,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"El Torno, Santa Cruz de la Sierra municipalities (Santa Cruz Department)",Heavy rains,,,,,,,,Km2,,,,Pirai and Rio Grande rivers,2023,3,21,2023,3,27,3,,9960,,9960,,,,,,,,1,40449,,Santa Cruz (Adm1).
2023-0178-BOL,2023,0178,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,Cobija City (Pando Department),Heavy rains,,,,,,,,Km2,,,,,2023,3,27,2023,3,29,,,1500,,1500,,,,,,,,1,648,,Pando (Adm1).
2023-0125-BRA,2023,0125,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Bandeirantes (Paraná state),Heavy rains,,,,,Yes,,,Km2,,,,,2023,3,5,2023,3,6,,,700,,700,,,,,,,,2,,9118,Bandeirantes (Adm2).
2023-0257-BRA,2023,0257,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Santa Cruz Cabrália, Ilhéus, Belmonte, Porto Seguro and Itapebi (Bahia state)",Heavy rains,,,,,Yes,,,Km2,,,,,2023,4,25,2023,4,27,,,9348,,9348,,,,,,,,2,,6574;6694;6723;6840;6868,"Belmonte, Ilheus, Itapebi, Porto Seguro, Santa Cruz Cabralia (Adm2)."
2023-0360-BRB,2023,0360,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bret',Barbados,BRB,Caribbean,Americas,,,,,,,,,,Kph,,,,,2023,6,22,2023,6,23,,,179,,179,,,,,,,,,,,
2023-0052-CAN,2023,0052,,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,Canada,CAN,Northern America,Americas,,,,,,,,,-50,°C,,,,,2023,1,30,2023,2,5,2,,,,,,,,,165000,,,,,,
2023-0402-CAN,2023,0402,,Technological,Technological,Transport accident,Road,,,Canada,CAN,Northern America,Americas,Manitoba province,,,,,,,,,,,,,,2023,6,15,2023,6,15,19,9,,,9,,,,,,,,,,,
2023-0075-CHE,2023,0075,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,,,,,,,,,,,,,,,2023,2,4,2023,2,5,2,,,,,,,,,,,,,,,
2023-0362-CHL,2023,0362,,Natural,Hydrological,Flood,,,,Chile,CHL,South America,Americas,"Libertador, Maule, Metropolitana; Valparaíso; Nuble",Heavy rains,,,,,,,,Km2,,,,"Aconcagua; Maipo; Mapocho; Tinguiriricq; Cachapoal; Mataquito, Achibueno, Putagán, Ancoa, Longaví ; Ñuble, Chillán, Diguillín; Laja, Duqueco, Biobío, Carampangue, Ranas, and Curanilahue rivers",2023,6,21,2023,6,25,4,,21673,,21673,,,,,760000,,,1;2,889;892;893,12947,"Libertador Gral. Bernardo O'Higgins, Maule, Metropolitana (Adm1). Nuble (Adm2)."
2023-0268-CHN,2023,0268,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan Province,,,,,,,,5,Richter,,,23:27,,2023,5,2,2023,5,2,,10,8400,,8410,,,,,65000,,,,,,
2023-0021-CHN,2023,0021,,Natural,Hydrological,Landslide,Avalanche,,,China,CHN,Eastern Asia,Asia,"Nyingchi City (Nyingchi County, Autonomous Region of Tibet)",,,,,,,,,,,,,,2023,1,17,2023,1,17,28,5,53,,58,,,,,,,,,,,
2023-0357-CHN,2023,0357,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,"Wenchuan County, Miansi Municipality and the Weizhou Municipality ((Sichuan Province)",Heavy rains,,,,,,,,,,,,,2023,6,27,2023,6,28,7,,900,,900,,,,,,,,,,,
2023-0015-CHN,2023,0015,,Technological,Technological,Transport accident,Road,,,China,CHN,Eastern Asia,Asia,Nanchang (Jiangxi province),,,,,,,,,,,,,,2023,1,8,2023,1,8,19,20,,,20,,,,,,,,,,,
2023-0065-CHN,2023,0065,,Technological,Technological,Transport accident,Road,,,China,CHN,Eastern Asia,Asia,Hunan province,,,,,,,,,,,,,,2023,2,4,2023,2,4,16,66,,,66,,,,,,,,,,,
2023-0097-CHN,2023,0097,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Alxa League Prefecture (Inner Mongolia Autonomous Region),,,,,,,,,m3,,,,,2023,2,22,2023,2,22,53,6,,,6,,,,,,,,,,,
2023-0401-CHN,2023,0401,,Technological,Technological,Miscellaneous accident,Explosion,,Restaurant,China,CHN,Eastern Asia,Asia,Yinchuan (Ningxia),,,,,,,,,,,,,,2023,6,22,2023,6,22,31,7,,,7,,,,,,,,,,,
2023-0230-CHN,2023,0230,,Technological,Technological,Miscellaneous accident,Fire,,Hospital,China,CHN,Eastern Asia,Asia,Changfeng (Fengtai District),,,,,,,,,,,,,,2023,4,18,2023,4,18,29,39,,,39,,,,,,,,,,,
2023-0130-CIV,2023,0130,,Technological,Technological,Transport accident,Road,,,Côte d’Ivoire,CIV,Western Africa,Africa,Between Katiola and Bouake,,,,,,,,,,,,,,2023,3,4,2023,3,4,,,,,,,,,,,,,,,,
2023-0305-CMR,2023,0305,,Technological,Technological,Transport accident,Road,,,Cameroon,CMR,Middle Africa,Africa,Edea,,,,,,,,,,,,,,2023,5,26,2023,5,26,16,3,,,3,,,,,,,,,,,
2023-0312-CMR,2023,0312,,Technological,Technological,Transport accident,Road,,,Cameroon,CMR,Middle Africa,Africa,Lom,,,,,,,,,,,,,,2023,5,10,2023,5,10,14,20,,,20,,,,,,,,,,,
2023-0007-COL,2023,0007,,Natural,Hydrological,Landslide,Landslide,,,Colombia,COL,South America,Americas,"Rosas, Cauca municipality",Heavy rains,,,,,,,,,,,,,2023,1,10,2023,1,10,,,700,,700,,,,,,,,2,,13748,Rosas (Adm2).
2023-0145-COL,2023,0145,,Technological,Technological,Industrial accident,Explosion,,Coal mine,Colombia,COL,South America,Americas,Sutatausa (Cundinamarca department),,,,,,,,,m3,,,,,2023,3,14,2023,3,14,21,,,,,,,,,,,,,,,
2023-0059-CUB,2023,0059,,Technological,Technological,Transport accident,Water,,'Migrants',Cuba,CUB,Caribbean,Americas,,,,,,,,,,,,,,,2023,1,27,2023,1,27,17,,,,,,,,,,,,,,,
2023-0337-CUB,2023,0337,,Natural,Hydrological,Flood,,,,Cuba,CUB,Caribbean,Americas,"Granma, Las Tunas, Santiago de Cuba, and Camagüey",Heavy rains,,,,,,,,Km2,,,,,2023,6,8,2023,6,10,6,,18500,,18500,,,,,,,,1,1009;1013;1018;1022,,"Camaguey, Granma, Las Tunas, Santiago De Cuba (Adm1)."
2023-0293-CZE,2023,0293,FL-2023-000080,Natural,Hydrological,Flood,,,,Czech Republic (the),CZE,Eastern Europe,Europe,,,,,,,,,,Km2,,,,,2023,5,13,2023,5,13,,,,,,,,,,,,,,,,
2023-0106-DZA,2023,0106,,Technological,Technological,Transport accident,Road,,,Algeria,DZA,Northern Africa,Africa,Near El Asnam,,,,,,,,,,,,,,2023,2,24,2023,2,24,10,25,,,25,,,,,,,,,,,
2023-0155-ECU,2023,0155,EQ-2023-000038,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,"El Oro, Guayas, and Azuay",,,,,,,,7,Richter,-2.837,-79.844,12:12,,2023,3,18,2023,3,18,14,494,126922,,127416,,,,,,,,1,1135;1141;22005,,"Azuay, El Oro, Guayas (Adm1)."
2023-0342-ECU,2023,0342,,Natural,Hydrological,Flood,,,,Ecuador,ECU,South America,Americas,"Atacames, Esmeraldas, Quinindé and Muisne",Heavy rains,,,,,,,,Km2,,,,,2023,6,1,2023,6,8,,,14186,,14186,,,,,,,,2,,15384;15388;22044;22046,"Atacames, Esmeraldas, Muisne, Quininde (Adm2)."
2023-0275-EGY,2023,0275,,Technological,Technological,Transport accident,Road,,,Egypt,EGY,Northern Africa,Africa,Assiout region,,,,,,,,,,,,,,2023,5,4,2023,5,4,17,29,,,29,,,,,,,,,,,
2020-0608-IRN,2020,0608,,Technological,Technological,Miscellaneous accident,Other,,Stampede,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Kerman,,,,,,,,,,,,,,2020,1,7,2020,1,7,56,,,,,,,,,,,88.43564081,,,,
2020-0607-SDN,2020,0607,,Natural,Biological,Epidemic,Parasitic disease,,Visceral Leishmaniasis (Kala-Azar),Sudan (the),SDN,Northern Africa,Africa,,,,,,,,,,Vaccinated,,,,,2020,,,2020,12,,38,2137,,,2137,,,,,,,88.43564081,,,,
2021-9848-TZA,2021,9848,DR-2022-000112,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Handeni, Longido, Mkinga, and Monduli",Prolonged periods of dry spells,Food shortage,,,,,,,Km2,,,,,2021,11,,2022,12,,,,2100000,,2100000,,,,,,,92.59019293,,,,
2021-0849-IRQ,2021,0849,,Technological,Technological,Miscellaneous accident,Fire,,Hospital,Iraq,IRQ,Western Asia,Asia,Baghdad,,,,,,,,,,,,,,2021,4,,2021,4,,82,110,,,110,,,,,,,92.59019293,,,,
2021-0850-ISR,2021,0850,,Technological,Technological,Miscellaneous accident,Other,,Stampede,Israel,ISR,Western Asia,Asia,Mont Meron,,,,,,,,,,,,,,2021,4,30,2021,4,30,45,,,,,,,,,,,92.59019293,,,,
2021-0848-SDN,2021,0848,,Natural,Biological,Epidemic,Parasitic disease,,Visceral Leishmaniasis (Kala-Azar),Sudan (the),SDN,Northern Africa,Africa,,,,,,,,,,Vaccinated,,,,,2021,,,2021,12,,69,2973,,,2973,,,,,,,92.59019293,,,,
2022-0642-IDN,2022,0642,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,South Jakarta; Lhokseumawe City (Aceh); Palopo City (South Sulawesi); Palembang City (South Sumatra),Heavy rains,Collapse,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2022,10,4,2022,10,9,10,2,40000,,40002,,,,,,,100,,,,
2022-0427-GEO,2022,0427,FL-2022-0002261,Natural,Hydrological,Flood,,,,Georgia,GEO,Western Asia,Asia,"Ambrolauri, Tkibuli, Kutaisi, Senaki, Poti, Khobi, Zugdidi, Dusheti, Tianeti, Kazbegi",Heavy rains,Storm,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2022,6,21,2022,6,26,,,5200,,5200,,,,,,,100,2,,16467;16471;16494;16496;16497;16502;16505;16509,"Ambrolauri, Kazbegui, Khobi, Kutaisi, Poti, Tianeti, Tkibuli, Zugdidi (Adm2)."
2022-0405-PAK,2022,0405,FL-2022-000270,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,"Lasbela, Jhal Magsi, Killa Saifullah, Pishin, Noshki, Kachhi, Khuzdar, Kalat and Chaman districts (Balochistan); Khyber Pakhtunkhwa, Sindh, Punjab, Azad Jammu, Gilgit Baltistan and Kashmir provinces",Monsoon rain,Storm,"Slide (land, mud, snow, rock)",,Yes,Yes,,,Km2,,,,,2022,6,14,2022,9,14,1739,12865,33000000,,33012865,10000000,10000000,7000,7000,15000000,15000000,100,1;2,2276;2277;40408,23622;23632;40296;40297;40300;40302;40310,"Jammu and Kashmir (Administrative unit not available), Punjab, Sindh (Adm1). Jhal Magsi District, Kalat District, Khuzdar District, Khyber Agency, Killa Saifullah District, Lasbela District, Pishin District (Adm2)."
2022-0647-GTM,2022,0647,TC-2022-000343/FL-2022-000348,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',Guatemala,GTM,Central America,Americas,"Alta Verapaz, Izabal, Quiché, Huehuetenango, Zacapa, Petén, Chimaltenango, Totonicapán, Sacatepéquez, Jalapa, Guatemala, Sololá, San Marcos, Quetzaltenango, Chiquimula",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,,Kph,,,,,2022,10,9,2022,10,10,4,11,457300,,457311,,,,,,,100,1,64821;64823;64824;64827;64828;64829;64832;64833;64834;64836;64837;64838;64839;64840;64841,,"Alta Verapaz, Chimaltenango, Chiquimula, Guatemala, Huehuetenango, Izabal, Jalapa, Petén, Quetzaltenango, Quiché, Sacatepéquez, San Marcos, Solola, Totonicapan, Zacapa (Adm1)."
2022-0398-JPN,2022,0398,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Aere',Japan,JPN,Eastern Asia,Asia,"Unzen, Nagasaki, Arao, Kumamoto, Omuta, Fukuoka prefectures",,Flood,"Slide (land, mud, snow, rock)",,,,,46,Kph,,,,,2022,7,4,2022,7,5,,2,390,,392,,,,,,,100,1;2,1670;1676,33778,"Kumamoto, Nagasaki (Adm1). Oomutasi (Adm2)."
2022-0333-MEX,2022,0333,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Agatha',Mexico,MEX,Central America,Americas,"Coastal and Santiago Xanica (Sierra Sur Regions of Oaxaca); Chiapas, Guerrero, Tabasco, and Veracruz states",,Flood,"Slide (land, mud, snow, rock)",,,,,16,Kph,,,,,2022,5,30,2022,5,31,31,,,,,,,,,51000,51000,100,1,2032;2039;2047;2054;2057,,"Chiapas, Guerrero, Oaxaca, Tabasco, Veracruz (Adm1)."
2022-0675-MEX,2022,0675,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Karl',Mexico,MEX,Central America,Americas,"Tabasco, Veracruz; Pichucalco, Ostuaca Municipalities (Chiapa); Oaxaca states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2022,10,15,2022,10,16,3,,1000,,1000,,,,,,,100,1;2,2047;2054;2057,19663;19669,"Oaxaca, Tabasco, Veracruz (Adm1). Ostuacan, Pichucalco (Adm2)."
2022-0698-MEX,2022,0698,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Roslyn',Mexico,MEX,Central America,Americas,"Santiago Ixcuintla, Rosamorada (Nayarit state); Jalisco, and Sinaloa",,Flood,"Slide (land, mud, snow, rock)",,,,,215,Kph,,,,,2022,10,23,2022,10,23,4,,15000,,15000,,,,,,,100,1;2,2041;2052,20488;20493,"Jalisco, Sinaloa (Adm1). Rosamorada, Santiago Ixcuintla (Adm2)."
2022-0353-NPL,2022,0353,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Nepal,NPL,Southern Asia,Asia,,,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2022,6,,2022,6,20,21,29,515,,544,,,,,,,100,,,,
2022-0204-PHL,2022,0204,TC-2022-000197,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Megi' (Agaton),Philippines (the),PHL,South-Eastern Asia,Asia,"Davao Region, Northern Mindanao, Leyte, Southern Leyte,Negros Occidental and Iloilo provinces",,Flood,"Slide (land, mud, snow, rock)",,,Yes,,80,Kph,,,,,2022,4,10,2022,4,12,346,8,2298780,,2298788,,,,,41556,41556,100,1;2,67160;67161,24250;24251;24258,"Region X (Northern Mindanao), Region XI (Davao Region) (Adm1). Iloilo, Leyte, Negros Occidental (Adm2)."
2022-0603-PRI,2022,0603,TC-2022-000314,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Fiona',Puerto Rico,PRI,Caribbean,Americas,,,Flood,"Slide (land, mud, snow, rock)",,,Yes,,,Kph,,,,,2022,9,17,2022,9,18,25,,,,,,,,,2500000,2500000,100,,,,
2022-0292-VNM,2022,0292,,Natural,Meteorological,Storm,Convective storm,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Cao Bang, Yen Bai, Lang Son, Quang Ninh, Ha Giang, Bac Kan, Dien Bien",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2022,5,9,2022,5,13,9,,500,,500,,,,,,,100,1,3328;3338;3345;3360;3375;3390;73936,,"Bac Kan, Cao Bang, Dien Bien, Ha Giang, Lang Son, Quang Ninh, Yen Bai (Adm1)."
2022-0676-VNM,2022,0676,TC-2022-000339,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Sonca',Viet Nam,VNM,South-Eastern Asia,Asia,"Thua Thien Hue, Quang Tri, Quang Binh and Da Nang Provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2022,10,13,2022,10,15,19,110,436868,,436978,,,,,65000,65000,100,1,3340;3371;3376;3383,,"Da Nang City, Quang Binh, Quang Tri, Thua Thien - Hue (Adm1)."
2022-0677-LKA,2022,0677,,Natural,Hydrological,Flood,,,,Sri Lanka,LKA,Southern Asia,Asia,"Trincomalee (Eastern Province); Kalutara, Gampaha, Colombo district (Western Province); Hambantota and Galle (Southern Province); Killinochchi (Northern Province); Puttalam (North Western Province); Kandy (Central Province); Kegalle and Rathnapura (Sabaragamuwa)",Heavy rains,Lightening,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2022,10,14,2022,10,20,3,2,61467,,61469,,,,,,,100,2,,25834;25838;25840;25844;25845;25846;25847;25851;25852;25853;41748,"Colombo, Galle, Gampaha, Hambantota, Kalutara, Kandy, Kegalle, Kilinochchi, Puttalam, Ratnapura, Trincomalee (Adm2)."
2022-0284-USA,2022,0284,,Natural,Meteorological,Storm,Convective storm,,,United States of America (the),USA,Northern America,Americas,"Texas, North Carolina, West Virginia, Minnesota, Wisconsin, Oklahoma, Ohio, Pennsylvania",,Flood,Hail,,,Yes,,,Kph,,,,,2022,5,5,2022,5,11,5,,,,,,,,,1200000,1200000,100,1,3237;3247;3249;3250;3252;3257;3262;3263,,"Minnesota, North Carolina, Ohio, Oklahoma, Pennsylvania, Texas, West Virginia, Wisconsin (Adm1)."
2022-0373-FRA,2022,0373,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Rouen City (Seine-Maritime Department, Normandy Region); Loir-et-Cher Department (Centre-Val de Loire Region)",,Lightening,Hail,,,,,,Kph,,,,,2022,6,4,2022,6,5,1,15,60000,,60015,,,,,,,100,2,,16264;16277,"Loir-et-Cher, Seine-Maritime (Adm2)."
2022-0697-FRA,2022,0697,,Natural,Meteorological,Storm,Convective storm,Severe storm,,France,FRA,Western Europe,Europe,"Normandy, Hauts-de-France, and Bourgogne-Franche-Comté",,Lightening,Hail,,,,,,Kph,,,,,2022,10,23,2022,10,24,,2,300,,302,,,,,,,100,1,1251;1252;1257;1258;1265,,"Basse-Normandie, Bourgogne, Franche-Comte, Haute-Normandie, Nord-Pas-de-Calais (Adm1)."
2022-0488-NPL,2022,0488,,Natural,Hydrological,Landslide,,,,Nepal,NPL,Southern Asia,Asia,Myagdi and Kaski districts (Gandaki Province),Heavy rains,Flood,Storm,,,,,,,,,,,2022,7,15,2022,8,18,22,40,510,,550,,,,,,,100,,,,
2022-0843-MWI,2022,0843,,Natural,Hydrological,Flood,,,,Malawi,MWI,Eastern Africa,Africa,"Balaka, Chikwawa, Chiradzulu, Chitipa, Dedza, Dowa, Karonga, Kasungu, Lilongwe, Machinga, Mangochi, Mchinji, Mulanje, Mzimba, Mzuzu City, Neno, Nkhotakota, Nsanje, Ntcheu, Ntchisi, Phalombe, Salima, Thyolo and Zomba Districts",,Lightening,Storm,,,,,,Km2,,,,,2022,11,,2023,1,,62,185,94000,,94185,,,,,,,100,2,,19307;19308;19309;19310;19311;19312;19313;19314;19315;19316;19317;19318;19322;19323;19325;19328;19329;19330;42174;42175;42176;42177;65270,"Balaka, Chikwawa, Chiradzulu, Chitipa, Dedza, Dowa, Karonga, Kasungu, Lilongwe, Machinga, Mangochi, Mchinji, Mulanje, Mzimba, Neno, Nkhotakota, Nsanje, Ntcheu, Ntchisi, Phalombe, Salima, Thyolo, Zomba (Adm2)."
2022-0195-PHL,2022,0195,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Maguindanao Province (Bangsamoro Region, western Mindanao); Agusan del Sur Province (Caraga Region, northern Mindanao); Mamasapano, Agusan del Sur, Davao de Oro and Sarangani provinces","Heavy rains, low-pressure system and the Intertropical Convergence Zone",Lightening,Storm,,,,,,Km2,,,,,2022,4,3,2022,4,7,3,,1955,,1955,,,,,,,100,,,,
2022-0417-PRT,2022,0417,,Natural,Climatological,Wildfire,,,,Portugal,PRT,Southern Europe,Europe,"Leiria and Santarem districts in Ourém municipality (Santarem District); Porto district; Torre de Moncorvo, Bragança district",,Transport accident,Heat wave,,,,,,Km2,,,,,2022,7,9,2022,7,12,3,187,,,187,,,,,,,100,1;2,2408;2409,24712,"Porto, Santarem (Adm1). Torre De Moncorvo (Adm2)."
2022-0707-PHL,2022,0707,TC-2022-000352,Natural,Meteorological,Storm,Tropical cyclone,,Storm 'Nalgae' (Paeng),Philippines (the),PHL,South-Eastern Asia,Asia,"Cotabato; Datu Blah Sinsuat (Mindanao Isl.); Virac, Catanduanes, Caramoan, Camarines Sur, Buenavista, Quezon, Santa Cruz, Marinduque, San Juan, Batangas; Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), National Capital region (NCR)",,"Slide (land, mud, snow, rock)",Flood,,,,,130,Kph,,,,,2022,10,27,2022,10,28,158,103,3323188,,3323291,,,,,45569,45569,100,1;2,2354;2355;2363,24227;24234;24242;24243;24271;24273,"Cordillera Administrative region (CAR), National Capital region (NCR), Region VII (Central Visayas) (Adm1). Batangas, Camarines Sur, Catanduanes, North Cotabato, Quezon, South Cotabato (Adm2)."
2022-0680-TWN,2022,0680,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nesat',Taiwan (Province of China),TWN,Eastern Asia,Asia,"Xizhi, Shilin District",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2022,10,15,2022,10,16,,,100,,100,,,,,400,400,100,,,,
2022-0212-USA,2022,0212,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Williamson and Bell Counties (Texas); Pocahontas County (Iowa); Atoka and Coal counties (Oklahoma); Faulkner, Franklin, Logan, Prairie, Sebastian, and White Counties (Arkansas); Mower County (Minnesota); Jefferson, Shelby, Hardin Counties (Kentucky); Louisiana, Mississippi, Alabama, Tennessee, Indiana",,Hail,Flood,,,,,265,Kph,,,,,2022,4,11,2022,4,14,1,28,15,,43,,,,,2800000,2800000,100,1;2,3214;3228;3232;3238;3256,28812;28813;28831;28848;28854;28862;29542;29717;29726;29776;30041;30810;30822;31213;31445,"Alabama, Indiana, Louisiana, Mississippi, Tennessee (Adm1). Atoka, Bell, Coal, Faulkner, Franklin, Hardin, Jefferson, Logan, Mower, Pocahontas, Prairie, Sebastian, Shelby, White, Williamson (Adm2)."
2022-0185-USA,2022,0185,,Natural,Meteorological,Storm,Convective storm,Severe storm,,United States of America (the),USA,Northern America,Americas,"Washington County (Arkansas); Shelby, Chilton, Bibb Counties (Alabama); Iowa, Kansas, Missouri; Newton county (Texas); Lousiana; Bolivar, Calhoun, Hinds, Warren, Yazoo Counties (Mississippi); Trigg County (Kentucky); Washington County (Florida); Armstrong County (Pennsylvania)",,Hail,Flood,,,,,177,Kph,,,,,2022,3,29,2022,4,1,2,,90,,90,,,,,1300000,1300000,100,1;2,3229;3230;3232;3239,28694;28701;28748;28861;29064;29781;30084;30085;30103;30153;30160;30923;31375,"Iowa, Kansas, Louisiana, Missouri (Adm1). Armstrong, Bibb, Bolivar, Calhoun, Chilton, Hinds, Newton, Shelby, Trigg, Warren, Washington, Yazoo (Adm2)."
2022-0818-USA,2022,0818,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,Storm 'Elliott',United States of America (the),USA,Northern America,Americas,"South Dakota, Oregon, Washington, Idaho, New York, Oklahoma, Kentucky, Colorado, Connecticut, Kansas, Maryland, Missouri, North Carolina, West Virginia, Wisconsin, Georgia, New Hampshire, Ohio, Tennessee, Vermont states",Heavy snowfall and very low temperatures,Cold wave,Flood,,,Yes,,120,Kph,,,,,2022,12,19,2022,12,29,98,,,,,,,,,2700000,2700000,100,1,3219;3220;3224;3226;3230;3231;3234;3239;3243;3246;3247;3249;3250;3251;3255;3256;3259;3261;3262;3263,,"Colorado, Connecticut, Georgia, Idaho, Kansas, Kentucky, Maryland, Missouri, New Hampshire, New York, North Carolina, Ohio, Oklahoma, Oregon, South Dakota, Tennessee, Vermont, Washington, West Virginia, Wisconsin (Adm1)."
2022-0219-IND,2022,0219,,Natural,Meteorological,Storm,Convective storm,Severe storm,,India,IND,Southern Asia,Asia,Assam State,,Lightening,Flood,,,,,,Kph,,,,,2022,4,1,2022,4,19,20,,95000,,95000,,,,,,,100,1,1487,,Assam (Adm1).
2022-0705-VEN,2022,0705,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Sucre, Zulia, Carabobo, Miranda, Aragua, La Guaira, Guárico, Anzoátegui, Monagas, Delta Amacuro, and the Capital Caraca",,Lightening,Flood,,,,,,Kph,,,,,2022,10,24,2022,10,27,,,30000,,30000,,,,,,,100,1,3303;3305;3308;3310;3314;3317;3318;3321;3325,,"Anzoategui, Aragua, Carabobo, Delta Amacuro, Guarico, Miranda, Monagas, Sucre, Zulia (Adm1)."
